gene_name,gene_id,max_score,avg_score,sum_score,snp_count,min_p,n_sig,top_snps,support,GRASS_score,rank,rank_max,disease
GRSF1,ENSG00000132463,0.0427301152262526,0.03911558291220794,0.2346934974732476,6,1.838e-15,6,"rs62325369,rs2361478,rs6822917,rs11735926,rs10004288",0.384370098015096,0.1531138910574681,268,303,T2D
AC022498.1,ENSG00000213132,0.0321134522637801,0.019911151874051958,0.1393780631183637,7,7.291e-09,7,"rs16848771,rs13086331,rs35487815,rs16862783,rs11716234",0.4107461742671763,0.1513801612459752,269,333,T2D
TRAF3,ENSG00000131323,0.0241111620814263,0.011727565586779938,0.0938205246942395,8,1.496e-08,8,"rs55700915,rs7152791,rs4906272,rs10133111,rs7146581",0.43401152235210105,0.1511752621388652,270,353,T2D
TCF19,ENSG00000137310,0.0739051298674891,0.05173682242657173,0.1552104672797152,3,4.537e-16,3,"rs2233965,rs2233967,rs3130456",0.27383078284478424,0.14998311485056637,271,232,T2D
PSORS1C2,ENSG00000204538,0.0739051298674891,0.05173682242657173,0.1552104672797152,3,4.537e-16,3,"rs2233965,rs2233967,rs3130456",0.27383078284478424,0.14998311485056637,271,232,T2D
NOTCH4,ENSG00000204301,0.0705923806140321,0.05216958718467566,0.156508761554027,3,1.926e-10,3,"rs3130292,rs3132947,rs3130291",0.27383078284478424,0.14694250541354215,273,246,T2D
CARD9,ENSG00000187796,0.1088120217514943,0.1088120217514943,0.1088120217514943,1,1.782e-23,1,rs1135314,0.13691539142239212,0.14541722701334164,274,186,T2D
RCCD1,ENSG00000166965,0.0531112481059719,0.040817373499721026,0.1632694939988841,4,3.468e-22,4,"rs79548680,rs112770790,rs8038661,rs7166130",0.3179076939661524,0.1434182139731075,275,273,T2D
GOPC,ENSG00000047932,0.106655610909154,0.106655610909154,0.106655610909154,1,1.397e-12,1,rs1827327,0.13691539142239212,0.14334938992136528,276,188,T2D
TSPAN15,ENSG00000099282,0.0392246181265015,0.028411553368374642,0.1420577668418732,5,3.429e-11,5,"rs12771914,rs7070509,rs297050,rs297051,rs10823403",0.35392115259844265,0.14123623728876475,277,317,T2D
CTC-260F20.3,ENSG00000258674,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
YJEFN3,ENSG00000250067,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
NDUFA13,ENSG00000186010,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
CILP2,ENSG00000160161,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
PBX4,ENSG00000105717,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
TSSK6,ENSG00000178093,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
GATAD2A,ENSG00000167491,0.0801056692482453,0.07948257768551581,0.15896515537103162,2,2.16e-08,2,"rs16996148,rs17216525",0.21700576117605053,0.13999238008214074,278,219,T2D
NCR3LG1,ENSG00000188211,0.1031284882774251,0.1031284882774251,0.1031284882774251,1,2.98e-26,1,rs7124355,0.13691539142239212,0.13996714250235176,285,189,T2D
NUCB2,ENSG00000070081,0.1031284882774251,0.1031284882774251,0.1031284882774251,1,2.98e-26,1,rs7124355,0.13691539142239212,0.13996714250235176,285,189,T2D
CAST,ENSG00000153113,0.0269128201933339,0.01917383127651798,0.11504298765910789,6,3.116e-09,6,"rs6889155,rs261982,rs10077823,rs1026534,rs10476682",0.384370098015096,0.1391205045971904,287,345,T2D
KIF6,ENSG00000164627,0.1010072213471111,0.1010072213471111,0.1010072213471111,1,4.082e-18,1,rs34247110,0.13691539142239212,0.13793300579966036,288,193,T2D
ZBTB20,ENSG00000181722,0.0220796503888874,0.015426442798552384,0.09255865679131431,6,4.983e-11,6,"rs9882435,rs73230617,rs9879646,rs73230620,rs73228400",0.384370098015096,0.13484465257818146,289,357,T2D
CTD-2370N5.3,ENSG00000265118,0.0419785257227541,0.021868803779691977,0.08747521511876791,4,3.793e-11,4,"rs7502556,rs35170054,rs7218930,rs17826544",0.3179076939661524,0.13334724502001397,290,305,T2D
GRM4,ENSG00000124493,0.0553498758874429,0.04994938049697576,0.1498481414909273,3,1.677e-14,3,"rs1187115,rs35310095,rs141574601",0.27383078284478424,0.13295216078749214,291,268,T2D
DMRT3,ENSG00000064218,0.0524196218139038,0.04069413631236853,0.12208240893710559,3,2.181e-08,3,"rs1016565,rs2175055,rs1509194",0.27383078284478424,0.13026262484402043,292,276,T2D
DMRT2,ENSG00000173253,0.0524196218139038,0.04069413631236853,0.12208240893710559,3,2.181e-08,3,"rs1016565,rs2175055,rs1509194",0.27383078284478424,0.13026262484402043,292,276,T2D
CASR,ENSG00000036828,0.0694743305185552,0.04371451827073885,0.0874290365414777,2,1.683e-08,2,"rs7635354,rs4336054",0.21700576117605053,0.13005315987845767,294,248,T2D
FOXA2,ENSG00000125798,0.051374148173637,0.034687552303651566,0.1040626569109547,3,2.152e-09,3,"rs6048105,rs2181063,rs6048113",0.27383078284478424,0.12930303606336097,295,278,T2D
RANBP3L,ENSG00000164188,0.0258080105001101,0.02031113597250696,0.1015556798625348,5,1.051e-08,5,"rs74293505,rs16902911,rs6898451,rs6886540,rs74293506",0.35392115259844265,0.1292441560329014,296,348,T2D
REPS1,ENSG00000135597,0.0155273340372372,0.0128115606959517,0.0768693641757102,6,2.716e-08,6,"rs9376388,rs9389636,rs9376387,rs9321686,rs1188899",0.384370098015096,0.1290478905700242,297,366,T2D
FLJ27365,ENSG00000197182,0.0915243734471343,0.0915243734471343,0.0915243734471343,1,4.369e-08,1,rs7289813,0.13691539142239212,0.12883966224929086,298,208,T2D
TSEN15,ENSG00000198860,0.0363689994435442,0.026968191198934427,0.10787276479573771,4,6.995e-09,4,"rs1327123,rs2274432,rs3814333,rs10797938",0.3179076939661524,0.12827271220990388,299,325,T2D
TMEM258,ENSG00000134825,0.0890899130228595,0.0890899130228595,0.0890899130228595,1,4.985e-08,1,rs102275,0.13691539142239212,0.12650519635558363,300,209,T2D
PTPLB,ENSG00000206527,0.0479668668485899,0.035088753672113566,0.10526626101634069,3,1.007e-11,3,"rs201010648,rs73856630,rs2046487",0.27383078284478424,0.1261756602920969,301,282,T2D
NDUFAF6,ENSG00000156170,0.0325984862444173,0.02153199416519905,0.0861279766607962,4,7.569e-09,4,"rs896854,rs11396740,rs13257021,rs7845219",0.3179076939661524,0.12486180155763801,302,331,T2D
E2F3,ENSG00000112242,0.0869397212694825,0.0869397212694825,0.0869397212694825,1,1.213e-09,1,rs4134984,0.13691539142239212,0.12444332290587068,303,211,T2D
HERC2,ENSG00000128731,0.0863852296408227,0.0863852296408227,0.0863852296408227,1,3.39e-08,1,rs76704029,0.13691539142239212,0.12391160680872439,304,214,T2D
C10orf67,ENSG00000179133,0.062229147967941,0.0619400715457919,0.1238801430915838,2,3.937e-08,2,"rs117882921,rs116966405",0.21700576117605053,0.12327965123412012,305,255,T2D
ARMS2,ENSG00000254636,0.0307850030952367,0.02258170009974395,0.0903268003989758,4,1.438e-10,4,"rs7072204,rs2280141,rs10510110,rs11200629",0.3179076939661524,0.12322127448225816,306,336,T2D
HTRA1,ENSG00000166033,0.0307850030952367,0.02258170009974395,0.0903268003989758,4,1.438e-10,4,"rs7072204,rs2280141,rs10510110,rs11200629",0.3179076939661524,0.12322127448225816,306,336,T2D
HLA-DOB,ENSG00000241106,0.0441551176936105,0.044068879104492864,0.1322066373134786,3,3.88e-08,3,"rs143416183,rs117443797,rs150458748",0.27383078284478424,0.12267704341365229,308,295,T2D
TAP2,ENSG00000250264,0.0441551176936105,0.044068879104492864,0.1322066373134786,3,3.88e-08,3,"rs143416183,rs117443797,rs150458748",0.27383078284478424,0.12267704341365229,308,295,T2D
MICA,ENSG00000204520,0.0437124455417129,0.0348036797737022,0.1044110393211066,3,1.856e-15,3,"rs2596485,rs7747161,rs2428493",0.27383078284478424,0.12227073644032399,310,301,T2D
OMG,ENSG00000126861,0.0078047834672558,0.0061374564862809,0.0368247389176854,6,1.496e-09,6,"rs12943508,rs12103621,rs7208460,rs10512433,rs7211842",0.384370098015096,0.12221583525589587,311,376,T2D
C6orf25,ENSG00000204420,0.0843951452787126,0.0843951452787126,0.0843951452787126,1,7.386e-09,1,rs453098,0.13691539142239212,0.12200326440043485,312,216,T2D
MRPS33,ENSG00000090263,0.0423361010042079,0.0423361010042079,0.1270083030126237,3,3.041e-08,3,"rs56847533,rs62485389,rs146850639",0.27383078284478424,0.12100745755346973,313,304,T2D
HLA-E,ENSG00000204592,0.0596788994189527,0.0596093664070678,0.1192187328141356,2,4.143e-08,2,"rs146497346,rs150355323",0.21700576117605053,0.12089542827340022,314,259,T2D
SLC38A11,ENSG00000169507,0.059213190382849,0.0365527156607555,0.073105431321511,2,8.514e-09,2,"rs74331895,rs355814",0.21700576117605053,0.12046003770045641,315,262,T2D
CTC-236F12.4,ENSG00000248727,0.0791617476787743,0.0791617476787743,0.0791617476787743,1,8.346e-29,1,rs464605,0.13691539142239212,0.11698482660475593,316,226,T2D
TFAP2B,ENSG00000008196,0.0780605538881108,0.0780605538881108,0.0780605538881108,1,5.59e-09,1,rs2206271,0.13691539142239212,0.1159288639277566,317,227,T2D
TFAP2D,ENSG00000008197,0.0780605538881108,0.0780605538881108,0.0780605538881108,1,5.59e-09,1,rs2206271,0.13691539142239212,0.1159288639277566,317,227,T2D
TLE1,ENSG00000196781,0.0767983439357178,0.0767983439357178,0.0767983439357178,1,6.852e-09,1,rs10780510,0.13691539142239212,0.11471849876627034,319,230,T2D
BTNL2,ENSG00000204290,0.0341340033738448,0.029974892785834498,0.08992467835750349,3,2.352e-09,3,"rs9268581,rs34757679,rs9268521",0.27383078284478424,0.11347915596763414,320,330,T2D
EVI2B,ENSG00000185862,0.0313353860393575,0.015165563132004602,0.045496689396013805,3,5.668e-11,3,"rs35170054,rs7218930,rs17826544",0.27383078284478424,0.11091044290582253,321,334,T2D
CTD-2021H9.3,ENSG00000258053,0.0298796811037513,0.025828910426216267,0.0774867312786488,3,9.762e-11,3,"rs149470925,rs7316843,rs7303091",0.27383078284478424,0.10957432301684876,322,343,T2D
GINS4,ENSG00000147536,0.071019223404779,0.071019223404779,0.071019223404779,1,1.26e-12,1,rs76254738,0.13691539142239212,0.10917675340020275,323,245,T2D
BRAP,ENSG00000089234,0.0467031150321299,0.040043393281631354,0.08008678656326271,2,1.385e-10,2,"rs11066001,rs3782886",0.21700576117605053,0.10876438987689305,324,286,T2D
RP11-514P8.6,ENSG00000205236,0.046535832457574,0.04550731023314515,0.0910146204662903,2,5.715e-11,2,"rs75748969,rs141003853",0.21700576117605053,0.10860799768706406,325,287,T2D
MTUS1,ENSG00000129422,0.0459905198524544,0.04582485011815415,0.0916497002363083,2,1.987e-08,2,"rs391392,rs145102863",0.21700576117605053,0.10809818587503031,326,290,T2D
HLA-B,ENSG00000234745,0.041268365158509,0.03034929688969685,0.0606985937793937,2,1.957e-12,2,"rs2596485,rs2428493",0.21700576117605053,0.10368345161321012,327,310,T2D
PEAK1,ENSG00000173517,0.0406026982936789,0.04051554962309205,0.0810310992461841,2,3.009e-24,2,"rs12912050,rs11072653",0.21700576117605053,0.10306112081178766,328,314,T2D
FAT3,ENSG00000165323,0.0637841025852572,0.0637841025852572,0.0637841025852572,1,6.211999999999999e-22,1,rs1387153,0.13691539142239212,0.10223881240037888,329,253,T2D
VPS33B,ENSG00000184056,0.0380844464049674,0.03772808048315725,0.0754561609663145,2,1.269e-21,2,"rs3826033,rs112770790",0.21700576117605053,0.10070681147345902,330,318,T2D
HLA-DQB1,ENSG00000179344,0.0606609395463591,0.0606609395463591,0.0606609395463591,1,3.414e-08,1,rs117891841,0.13691539142239212,0.0992439320884648,331,256,T2D
FITM2,ENSG00000197296,0.0363963619503196,0.033930404094522706,0.06786080818904541,2,2.586e-19,2,"rs67897819,rs6031544",0.21700576117605053,0.09912862423441432,332,323,T2D
R3HDML,ENSG00000101074,0.0363963619503196,0.033930404094522706,0.06786080818904541,2,2.586e-19,2,"rs67897819,rs6031544",0.21700576117605053,0.09912862423441432,332,323,T2D
RPL22L1,ENSG00000163584,0.0361855028834514,0.035736616588551,0.071473233177102,2,1.766e-11,2,"rs68055107,rs61793002",0.21700576117605053,0.09893149245723809,334,327,T2D
SKP2,ENSG00000145604,0.0179010276674781,0.017815292646774065,0.0534458779403222,3,3.918e-08,3,"rs182937132,rs117027183,rs79146178",0.27383078284478424,0.09857970679493987,335,359,T2D
LMBRD2,ENSG00000164187,0.0179010276674781,0.017815292646774065,0.0534458779403222,3,3.918e-08,3,"rs182937132,rs117027183,rs79146178",0.27383078284478424,0.09857970679493987,335,359,T2D
EVI2A,ENSG00000126860,0.0155362859860905,0.010607310449244033,0.0318219313477321,3,2.149e-09,3,"rs2525563,rs3837848,rs117578008",0.27383078284478424,0.09640922683330429,337,365,T2D
NFKBIL1,ENSG00000204498,0.0561226111664002,0.0561226111664002,0.0561226111664002,1,5.606e-09,1,rs2857605,0.13691539142239212,0.09489201381046952,338,267,T2D
HECTD4,ENSG00000173064,0.0537033682544491,0.0537033682544491,0.0537033682544491,1,1.386e-10,1,rs77768175,0.13691539142239212,0.09257214037558911,339,270,T2D
C6orf10,ENSG00000204296,0.0282438878735918,0.027895337491829347,0.055790674983658695,2,5.123e-09,2,"rs34757679,rs9268521",0.21700576117605053,0.09150689031043302,340,344,T2D
MCCD1,ENSG00000204511,0.0507774514346441,0.0507774514346441,0.0507774514346441,1,1.221e-08,1,rs3130055,0.13691539142239212,0.08976640446977999,341,279,T2D
ST6GAL1,ENSG00000073849,0.0255975027897625,0.01824863683577925,0.0364972736715585,2,3.116e-09,2,"rs3887925,rs13058859",0.21700576117605053,0.08903278946944812,342,349,T2D
BMP8A,ENSG00000183682,0.0254797599993488,0.0246590352720614,0.0493180705441228,2,7.294e-10,2,"rs41267043,rs200818147",0.21700576117605053,0.08892271193819143,343,350,T2D
ATP6V1G2-DDX39B,ENSG00000254870,0.048299496530531,0.048299496530531,0.048299496530531,1,1.404e-08,1,rs1055388,0.13691539142239212,0.087390230615354,344,280,T2D
DDX39B,ENSG00000198563,0.048299496530531,0.048299496530531,0.048299496530531,1,1.404e-08,1,rs1055388,0.13691539142239212,0.087390230615354,344,280,T2D
JPH2,ENSG00000149596,0.0468190506630967,0.0468190506630967,0.0468190506630967,1,4.398e-19,1,rs4812804,0.13691539142239212,0.08597059349554553,346,283,T2D
GDAP1L1,ENSG00000124194,0.0468190506630967,0.0468190506630967,0.0468190506630967,1,4.398e-19,1,rs4812804,0.13691539142239212,0.08597059349554553,346,283,T2D
OSER1,ENSG00000132823,0.0468190506630967,0.0468190506630967,0.0468190506630967,1,4.398e-19,1,rs4812804,0.13691539142239212,0.08597059349554553,346,283,T2D
RASGRP1,ENSG00000172575,0.0463471213368841,0.0463471213368841,0.0463471213368841,1,1.555e-13,1,rs7403531,0.13691539142239212,0.08551804848585956,349,288,T2D
UPK3BL,ENSG00000267368,0.0444787880087163,0.0444787880087163,0.0444787880087163,1,6.55e-11,1,rs141003853,0.13691539142239212,0.08372645623437183,350,294,T2D
KIAA0754,ENSG00000255103,0.0439802217180292,0.0439802217180292,0.0439802217180292,1,6.661e-11,1,rs17343193,0.13691539142239212,0.08324836836333657,351,298,T2D
THADA,ENSG00000115970,0.0438839187333305,0.0438839187333305,0.0438839187333305,1,3.029e-09,1,rs7578597,0.13691539142239212,0.08315602098689143,352,299,T2D
ENPP3,ENSG00000154269,0.0438473633707094,0.0438473633707094,0.0438473633707094,1,2.084e-11,1,rs3756786,0.13691539142239212,0.08312096712180486,353,300,T2D
ANKRD31,ENSG00000145700,0.0178787555216625,0.01632671804951965,0.0326534360990393,2,3.962e-08,2,"rs369330343,rs4704202",0.21700576117605053,0.08181654598921999,354,361,T2D
GCKR,ENSG00000084734,0.0418851357572037,0.0418851357572037,0.0418851357572037,1,3.1970000000000006e-20,1,rs6547692,0.13691539142239212,0.08123933725682805,355,307,T2D
BTBD16,ENSG00000138152,0.0165322667760282,0.01392476663815605,0.0278495332763121,2,1.169e-09,2,"rs56029211,rs3215708",0.21700576117605053,0.0805577159881341,356,363,T2D
MICB,ENSG00000204516,0.0411666401707963,0.0411666401707963,0.0411666401707963,1,2.294e-08,1,rs9281491,0.13691539142239212,0.08055035360175514,357,311,T2D
MED23,ENSG00000112282,0.0153671567785434,0.014942954857616,0.029885909715232,2,1.612e-10,2,"rs2248551,rs2608953",0.21700576117605053,0.07946845666520672,358,367,T2D
AC079602.1,ENSG00000272214,0.0394280143709203,0.0394280143709203,0.0394280143709203,1,6.927e-11,1,rs12826999,0.13691539142239212,0.07888314119145726,359,316,T2D
MAN2A2,ENSG00000196547,0.0373717145613471,0.0373717145613471,0.0373717145613471,1,3.1650000000000002e-21,1,rs112770790,0.13691539142239212,0.07691130310987691,360,320,T2D
HDDC3,ENSG00000184508,0.0373717145613471,0.0373717145613471,0.0373717145613471,1,3.1650000000000002e-21,1,rs112770790,0.13691539142239212,0.07691130310987691,360,320,T2D
UNC45A,ENSG00000140553,0.0373717145613471,0.0373717145613471,0.0373717145613471,1,3.1650000000000002e-21,1,rs112770790,0.13691539142239212,0.07691130310987691,360,320,T2D
LAMA1,ENSG00000101680,0.0357524793695347,0.0357524793695347,0.0357524793695347,1,5.734e-09,1,rs7228959,0.13691539142239212,0.07535857738409207,363,328,T2D
TP53INP1,ENSG00000164938,0.0325984862444173,0.0325984862444173,0.0325984862444173,1,7.569e-09,1,rs896854,0.13691539142239212,0.07233413331995538,364,331,T2D
ARID5B,ENSG00000150347,0.0267792519453436,0.0267792519453436,0.0267792519453436,1,2.302e-08,1,rs75872811,0.13691539142239212,0.06675392184343257,365,346,T2D
ANKDD1B,ENSG00000189045,0.0260292974275993,0.0260292974275993,0.0260292974275993,1,2.828e-11,1,rs40060,0.13691539142239212,0.06603477142059205,366,347,T2D
KCNB2,ENSG00000182674,0.0247316120421951,0.0247316120421951,0.0247316120421951,1,3.93e-08,1,rs75332309,0.13691539142239212,0.06479038796593356,367,351,T2D
RCOR1,ENSG00000089902,0.0241111620814263,0.0241111620814263,0.0241111620814263,1,1.496e-08,1,rs55700915,0.13691539142239212,0.06419542274993578,368,353,T2D
EFR3A,ENSG00000132294,0.0171386336900714,0.0171386336900714,0.0171386336900714,1,4.747e-08,1,rs16904538,0.13691539142239212,0.0575092882947527,369,362,T2D
DLK1,ENSG00000185559,0.0138762597469185,0.0138762597469185,0.0138762597469185,1,1.639e-08,1,rs6575802,0.13691539142239212,0.054380915113217694,370,368,T2D
OBP2B,ENSG00000171102,0.0135037140634186,0.0135037140634186,0.0135037140634186,1,4.409e-10,1,rs687289,0.13691539142239212,0.054023671601141535,371,369,T2D
CDC42BPB,ENSG00000198752,0.0105392855995693,0.0105392855995693,0.0105392855995693,1,4.28e-08,1,rs60658776,0.13691539142239212,0.05118100590233371,372,371,T2D
AMN,ENSG00000166126,0.0105392855995693,0.0105392855995693,0.0105392855995693,1,4.28e-08,1,rs60658776,0.13691539142239212,0.05118100590233371,372,371,T2D
POLD2,ENSG00000106628,0.0096821617644173,0.0096821617644173,0.0096821617644173,1,7.569e-09,1,rs2979424,0.13691539142239212,0.0503590881007979,374,373,T2D
ATAD1,ENSG00000138138,0.0096270149236156,0.0096270149236156,0.0096270149236156,1,6.995e-09,1,rs1234212,0.13691539142239212,0.05030620639538441,375,374,T2D
KLLN,ENSG00000227268,0.0096270149236156,0.0096270149236156,0.0096270149236156,1,6.995e-09,1,rs1234212,0.13691539142239212,0.05030620639538441,375,374,T2D
